id,name,location,lead,second,third,fourth,alternate,coach
100156,Menard,Thurso CC,Xavier Alexandre-Leduc,Charles Desabrais,Robin Duguay,Kevin Menard,,
194989,Mercier,"Megeve, FRA",Yannick Valvassori,Killian Gaudin,Eddy Mercier,Quentin Morand,,
100429,Meyer,"Beaverton, OR",Luke Leonhardt,Tanner Holmes,Zach Thompson,Charlie Meyer,Gavin Agre,
193517,Michitani,"Sapporo, JPN",Yuki Hayashi,Yuta Kimura,Yuto Abe,Yota Michitani,Aoi Isono,
100342,Micholson,Deer Lodge CC,Paul Neilands,Ryan Lagace,Ian Campbell,Brad Micholson,Kent McKee,
100500,Mikami,"Aomori, JPN",Motoki Kano,Hiroto Mikami,Yuta Kano,Kosei Yanagiya,,Shinobu Aota
100219,Mikkelsen,"Thunder Bay, NO",Devin Doran,Mark Blanchard,Greg Doran,Ben Mikkelsen,,
191790,Millikin,AUS,Hugh Millikin,Matt Panoussi,Steve Johns,Tanner Davis,Dean Hewitt,
100093,Mistopoulos,Calgary CC,Jared Reay,Rees Thomas,Justin Reay,Nick Mistopoulos,,
195367,Mitsopoulos,"Edmonton, AB",Daniel Waller,Jacob Shea,Henry Brett,Kris Mitsopoulos,,
194171,Mjoen,"Oppdall, NOR",Erland Loe,Emil Saether,Anders Mjoen,Markus Dale,,
192070,Montgomery,"Victoria, BC",Troy Cowan,Miles Craig,Chris Baier,Jason Montgomery,,
192343,Mooibroek,"Whitby, ON",Nathan Steele,Scott Mitchell,Ryan Wiebe,Sam Mooibroek,,Jake Higgs
100107,Moreau,"Val d'Or, QC",Eric Villeneuve,Yan Cabot,Denis Duval,Alain Moreau,,
100219,Morissette,"Thunder Bay, NO",Bill Peloza,Mark Beazley,Deron Surkan,Frank Morissette,,
192385,Morissette,"Qu̩bec, QC",Pierre Lanoue,Pierre Lajoie,Mathis Arsenault,Pierre-Luc Morissette,Maxime Bilodeau,Sophie Morissette
100156,Morton,Rideau CC,Frank Chung,Ryan McGuire,Dimitri Jean-Paul,David Morton,,
193596,Moser,"Saskatoon, SK",Cody Sutherland,David Baum,Bryden Tessier,Bradley Moser,,
192475,Mouat,"Stirling, SCO",Hammy McMillan Jr.,Bobby Lammie,Grant Hardie,Bruce Mouat,Kyle Waddell,Michael Goodfellow
100344,Mouck,Burntwood CC,Braxen Huhtala,Justin Katcher,Grant Brown,Butch Mouck,Shaun Kennedy,
100010,Moulding,"Calgary, AB",Evan Crough,Andrew Nerpin,Kyler Kleibrink,Darren Moulding,,
100405,Mowhawk Mountaineers,"Hamilton, ON",Noah Brennan,Ryerson Hargrave,Evan Gandin,Thomas Del Conte,Ryan Carnes,Betty Calic
100352,Moxham,Portage CC,Dean Moxham,Keaton Bachalo,Brady Moxham,Brett Moxham,Daryl Bachalo,
100328,Muirhead,"Perth, SCO",Stuart Stark,David Reid,Thomas Muirhead,Glen Muirhead,,
192469,Mulima,"Waterloo, ON",Josh Leung,Ed Cyr,Wesley Forget,Kibo Mulima,,
100030,Munro,"Oromocto, NB",Kelly Harris,Adam Bowering,Chris Cogswell,Matt Munro,Chris Jenkins,
192386,Muskatewitz,"Fuessen, GER",Johannes Scheuerl,Felix Messenzehl,Benny Kapp,Marc Muskatewitz,Mario Trevisiol,Ryan Sherrard
100496,Mutoh,JPN,Takahiro Watanabe,Kenshin Watanabe,Taisei Watanabe,Taikan Mutoh,Tomohiro Kimura,Ryouta Iwasaki
192959,Nakagawa,"Hokkaido, JPN",Komei Kato,Syun Shimokawara,Ayumu Ohta,Eito Nakagawa,Koga Kamikita,Kagetora Kawahira
100499,Nakahara,"Kitami, JPN",Takanori Honda,Riku Takemura,Ase Nakahara,Toa Nakahara,Syo Nomura,
100496,Nara,JPN,Hiroki Oka,Shuta Ohtake,Tetsuya Degawa,Yusaku Nara,Kenji Tsuji,
100384,Nero,SWE,Johan Andersson,Peter Nero,Mattias Moberg,Lars Landelius,Marcus Johansson,
100234,Nevill,NZL,Abraham Chanwong,Jack Steele,William Loe,Jed Nevill,Cyrus Wei,Mikael Qvist
100406,Newport,Port Perry Community CC,Gavyn Harwood,Isaac Cram,Collin Johnston,Trent Newport,Logan Bedard,Gord Butler
100179,Newson,"Crapaud, PEI",Greg Ellis,Chris Ellis,Andrew Robinson,Jamie Newson,,
195381,Nikolov,UKR,Vladyslav Koval,Artem Suhak,Yaroslav Shchur,Eduard Nikolov,,
192970,Nobert,"Vernon, BC",Greg Poggemoeller,Nolan Blaeser,Kelly McQuiggan,Rob Nobert,,
192960,Noguchi,"Sendai-shi, JPN",Hiromasa Yonehara,Hiroshi Kato,Yuto Kamada,Kotaro Noguchi,Yuuki Yoshimura,Yuuki Yoshimura
100280,Norris,"Morris, MB",Peyton Kominko,Gavin Chuhai,Blake Rosling,Zach Norris,,
100353,North,Carman CC,Warren Alexander,Kyle MacNair,Rob Van Deynze,Dean North,,
100229,Noseworthy,"St. John's, NL",Ross Young,Andrew Manuel,Steve Bragg,Mark Noseworthy,John Sheppard,
100018,Nygren,"Harnosand, SWE",Jonatan Meyerson,Dante Alexander,Alexander Dryburgh,Vilmer Nygren,James Dryburgh,
100384,Nygren Umea,SWE,Victor Martinsson,Daniel Berggren,Johan Jaarvenson,Johan Nygren,Ture Rodling,Per Freij
192619,Nyman,"Solleftea, SWE",Johannes Patz,Simon Olofsson,Patric Mabergs,Fredrik Nyman,,
100267,O'Bryan,"Prince George, BC",Graeme Burke,Jack Holmes,Brayden Tyrrell,Liam O'Bryan,,Chris Moir
100010,O'Connor,"Calgary, AB",Russ Jennings,Ryan O'Connor,Mike Jantzen,Sean O'Connor,,
100384,Oberg,SWE,Lars-Ake Andersson,Christer Odling,Hans Oberg,Wilmer Oberg,Magnus Domeij,
100306,Odishaw,"Moncton, NB",Vance LeCocq,Samuel Forestell,Marc LeCocq,Grant Odishaw,,
100442,Oesterlund,"Sodertalje, SWE",Tore Oesterlund,Henrik Ekblad,Gunnar Oesterlund,Axel Oesterlund,,Linn Puekker
100482,Ogihara,"Nagano, JPN",Ruki Yokoyama,Keito Sanuki,Hayato Ueno,Ryo Ogihara,Daisuke Sonoyama,
192961,Ogiwara,"Sapporo, JPN",Yuki Abe,Taiki Kudo,Shunta Kobayashi,Koki Ogiwara,Ayato Sasaki,Takayuki Doi
100496,Okada,JPN,Hiroyuki Azuma,Tomoyuki Kaneko,Yousuke Ozaki,Taiichiro Okada,Akio Ishii,
100495,Okamoto,JPN,Hiroshi Tamai,Yasuhiro Koshino,Ichiro Terao,Mitsuhiro Okamoto,,
100499,Okazaki,"Obihiro, JPN",Kou Tanaka,Tomohiro Akita,Kouki Kinoshita,Kazuhito Okazaki,Shota Shimada,Toshikazu Fujita
100007,Olson,SK,Carter Huls,Ethan Fleischhacker,Ethan Jones,Luke Olson,,
100496,Ooyanagi,JPN,Toshiaki Komiya,Takayuki Kawano,Kazuhiro Takada,Yousuke Ooyanagi,Shuichi Takada,
192965,Oryniak,"Toronto, ON",Matthew Abrams,Matthew Duizer,Jacob Jones,Weston Oryniak,,
194738,Palin,"Val-d'Or, QC",Mario Desnoyers,Richard Masse,Serge Palin,Camil Palin,,
193025,Palmeri,"Durham, NC",Ryan Best,Marc Palmeri,Derek Corbett,Trevor Gau,,
100107,Paquette,Buckingham CC,Wayne Ruggles,Robert Lemieux,Martin Patry,Stephane Paquette,,
191846,Parent,"Calgary, AB",Ethan Drysdale,Ben Savage,Jared Jenkins,Ryan Parent,,
193608,Park,"Uijeongbu, KOR",Hyeonjun Ko,Hyoik Park,Dohyeon Koh,GunWoo Park,Beomseok Park,
193251,Park,"Gangwon, KOR",Kibok Lee,Seunghoon Oh,Yeongseok Jeong,Jongduk Park,Jihoon Seong,
100404,Park,KOR,Honggeon Kim,Juni Kwon,Dongseok Seol,Seongmin Park,Daehyeon Kim,Min-Ji Um
100112,Patry,"Kenogami, QC",Frederic Patry,Jacob Labrecque,Anthony Pedneault,Raphael Patry,,
100130,Paul,"Prague, CZE",Jakub Skala,Dalibor Miklik,Jan Sedlar,Tomas Paul,,
100230,Peddigrew,"St. John's, NL",Craig Dowden,Mark Healy,David Noftall,Ken Peddigrew,,
100342,Perche,Charleswood CC,Bryce Perche,Shane Perche,Jason Perche,Darren Perche,,
193055,Perry,"St. John's, NL",Carter Holden,Brayden Snow,Nicholas Codner,Simon Perry,,
100442,Persson,"Umea, SWE",Peter Linder,Ronny Gullberg,Peder Persson,Mats Persson,Ingemar Jonsson,Thomas Axelsson
192562,Pfister,"Manila, PHI",Alan Frei,Enrico Pfister,Christian Haller,Marc Pfister,,
192976,Pimpini,"Pinerolo, ITA",Enrico Santopaolo,Fabio Fernando Carlisano,Francesco Vigliani,Alberto Pimpini,,
100201,Pitonak,"Bratislava, SVK",Peter Pitonak,Tomas Pitonak,Frantisek Pitonak,Pavol Pitonak,Marek Sykora,
100202,Pokras,ISR,Doron Berger,Aaron Horowitz,Dmitri Abanin,Alex Pokras,,
100354,Pollanen,FIN,Iikko Santti,Juha Paajarvi,Janne Ojanpera,Jermu Pollanen,,
100233,Polo,"Duluth, MN",,Derek Benson,Matt Mellin,Joe Polo,,
100234,Pop,ROU,Tudor Mihalca,Dan Ghergie,Toma Matei Felecan,Tudor Pop,Catalin Vancea,Bogdan Colceriu
100202,Pougher,"Hawarden, WAL",Simon Pougher,Garry Coombs,Rhys Phillips,James Pougher,Martin Lloyd,
100010,Powell,"Calgary, AB",Mark Wood,Tyler Pelkey,Ky Macaulay,Tyler Powell,,
100219,Pozihun,"Thunder Bay, NO",Andy Peloza,Rob Shubat,Pat Berezowski,Mike Pozihun,,
100055,Prade,BC,Brian Weinfeld,Jonathan Benjamin,Kevin Jeffers,Patrick Prade,,
100386,Prevost,QC,Hugo Picard,Ted Decontie,Gus St-Germain,Peter Prevost,,
194281,Puleo,"St. Paul, MN",Matt Jamieson,Greg Timmerman,Greg Jamieson,Jeff Puleo,,
192387,Purcell,"Halifax, NS",Ryan Abraham,Gavin Lydiate,Luke Saunders,Owen Purcell,,Colleen Jones
192053,Raju,"Hyderabad, IN",Kishan Vasant,Sudheer Reddy,Girithar Anthay,P.N. Raju,,
192344,Ramsfjell,"Trondheim, NOR",Gaute Nepstad,Bendik Ramsfjell,Martin Sesaker,Magnus Ramsfjell,,Thomas Loevold
194282,Randall,"Madison, WI",Daniel Bliven,Nathan Van Eeckhout,Austin Carlson,Benjamin Randall,,
100358,Rankin,"Moray, SCO",Jamie Gorman,E Cullerton,Fraser Rankin,Ben Rankin,,Alan Campbell
100093,RDP Men,Red Deer CC,Jayden Bourke,Teryn Herder,Joel White,Jaden Morlock,,
100130,Reed,"Kent, ENG",Callum McLain,Colin Mouat,Jim Whittle,Andrew Reed,,
100121,Retchless,"Kent, ENG",Andrew Woolston,Scott Gibson,Jotham Sugden,Rob Retchless,Jonathan Havercroft,
192420,Retornaz,"Trentino, ITA",Mattia Giovanella,Sebastiano Arman,Amos Mosaner,Joel Retornaz,,Ryan Fry
100267,Reynolds,"Kimberley, BC",Kyle Scott,Jasper Tersmette,Sam Carson,Matthew Reynolds,,Blair Jarvis
100290,Rice,"Tempe, AZ",Scott Campbell,Brian Campbell,Brenden Foland,Joseph Rice,,
191922,Richards,"Edmonton, AB",Rachel Jacques,Sophia Ryhorchuk,Emma Yarmuch,Gracelyn Richards,Amy Wheatcroft,Jessica Amundson
100302,Richert,"Megeve, FRA",Christophe Walter,Olivier Dubail,Thierry Donald,Eric Richert,Laurent Dehay,
100353,Richter,Beausejour CC,Mitch Einarson,Jared Litke,Kyle Einarson,Justin Richter,Eric Prokopchuk,
100009,Ringgenberg,"Interlaken-Bern, SUI",Levon Karnusian,Timo Zingg,Masashi Nicolas,Marco Ringgenberg,,Jan Klossner
100355,Rissanen,FIN,Lauri Ikavalko,Jari Hakkinen,Sami Heinonen,Olli Rissanen,Aki Jokela,Pekka Jantti
100107,Roberge,"Levis, QC",Jean Gagnon,Eric Sylvain,Martin Ferland,Francois Roberge,,
100454,Robertson,"Kingston, JAM",Elliott Lai,Cameron Johnston,Don Johnston,Ian Robertson,,Terry Corbin
100030,Robichaud,"Fredericton, NB",,,Aiden Matheson,Luke Robichaud,,
194739,Robillard,"Montreal, QC",Yves Patenaude,Maxime Gamache,Oliver Caillet,David Robillard,,
100400,Robinson,"Swift Current, SK",Nathan Weiss,Joshua Kirilenko,Lewis Macdiarmid,Ethan Robinson,,
100108,Rocheleau,"Val d'Or, QC",Xavier Roy,Emry Blanchard,Joel Charbonneau,Adam Rocheleau,,
100038,RockStars,JPN,Kotaro Tasaka,Ryohei Takahashi,Eishiro Yoshida,Kouhei Sawai,,
100234,Rokita,POL,Kamil Rokita,Arkadiusz Frysz,Antoni Frynia,Szymon Rokita,,Maciej Cesarz
193056,Rokke,"Fargo, ND",Sawyer Heger,Brennen Krenz,Nicholas Staveteig,Porter Rokke,,Eric Rokke
193020,Rooney,"Toronto, ON",Evan Lilly,Robert Currie,Connor Lawes,Landan Rooney,,
100101,Rosander,"Norrkoping, SWE",Axel Rosander,Niclas Johansson,Albin Eriksson,Vincent Stenberg,,
192477,Rose,"Denver, CO",Tate Reeder-Holman,Adam Hein,Mason Guentzel,Caiden Rose,Brock Sando,
100031,Ross,SK,Chad Cyrenne,Ethan Robinson,Daniel Mutlow,Brendan Ross,Brett Behm,
100074,Ross,"Harriston, ON",Shawn Kaufman,Ryan Werenich,Dayna Deruelle,Brent Ross,,
194880,Rousse,"Valleyfield, QC",Francis Manseau,Andy-Van Amos,David-Lee Amos,Martin Rousse,,
100402,Roy,"Val d'Or, QC",Janick Sarrazin,Huge Marseille,Yan Chabot,Rene Roy,,
100358,Rutherford,Perth CC,R Stevenson,Luke Perras,Cameron Lindsay,Finlay Rutherford,,
100342,Ryan,Charleswood CC,Austin Pearson,Brandon Radford,Devon Wiebe,JT Ryan,Kody Janzen,
100355,Saarelainen,FIN,Pekka Salonen,Kari Kokkonen,Jukka Alarautalammi,Jari Saarelainen,Sami Tammi,
100235,Saez De Ocariz,ESP,Aleksei Palacin Khromchenkov,Pablo Lopez Labarta,Alejandro Cardona Sanchez,Eneko Saez De Ocariz,Pere Mas,Alberto Vez
100309,Sagen,"Christianssand, NOR",Jon Sverre Karterud,Karsten Sandaker,Frank Humlekjaer,Roffe Sagen,,
100402,Saindon,"Noranda, QC",Serge St-Germain,Maxime Dufresne,Marc Bibeau,Gabriel Saindon,,
100405,SAIT Trojans,"Calgary, AB",,Lincoln Lazarick,Brady Johnson,Chris Sprinkhuysen,,Sandra Jenkins
195275,Samagalski,"Iqaluit, NU",Christian Smitheram,Brady St. Louis,Sheldon Wettig,Derek Samagalski,Justin Macdonald,
194740,Sambin,"Saint-Pierre-et-Miquelon, FRA",Fabian Carpintero,Cedric Durand,Maxime Jacq,Antoine Sambin,,
100482,Sanuki,"Toyama, JPN",Futa Goroumaru,Takuma Harada,Yuki Hujimaki,Ryuya Sanuki,,
100495,Sasaki,JPN,Kenichi Nakagawa,Atsunobu Matsuda,Shoujirou Sasaki,Yuuta Ueno,Ryuuji Moki,
100503,Sato,"Aomori, JPN",Haruta Imamoto,Kaishi Sato,Chikara Segawa,Kohei Sato,Kota Imamoto,Keiko Segawa
194073,Sato,"Kitami, JPN",Tomonori Matsuzawa,Toshihiro Nishizawa,Takumi Nomura,Sota Sato,,
100099,Sault College Men,"Sault Ste. Marie, NO",Jake Clouthier,Justin MacKay,Ben Appleton,Evan Robert,Evan Bowman,
100229,Saunders,"St. John's, NL",Kenny Saunders,Shawn Hawco,Scott Eaton,Evan Kearley,Dylan Hancock,
193502,Scebbi,"Pittsburgh, PA",Alex Visnich,Dustin Devine,Vincent Scebbi,Mark Robinson,Sean Mizerski,
100138,Scharback,"Saskatoon, SK",Brady Kendel,Quinn Hersikorn,Jake Hersikorn,Brady Scharback,,
192862,Schmidt,"Hvidovre, DEN",Kasper Boge Jurlander,Alexander Qvist,Jacob Schmidt,Jonathan Vilandt,Mads Noergaard,
191909,Schnider,"Limmattal, SUI",Sandro Casari,Lorenz Brunner,Gian Wildhaber,Andrin Schnider,Christian Heinimann,
192676,Schuh,"St. Johns, NL",Mike Mosher,Spencer Wicks,Scott McDonald,Cory Schuh,,
192388,Schwaller,"Geneva, SUI",Pablo Lachat-Couchepin,Sven Michel,Yannick Schwaller,Benoit Schwarz-van Berkel,,Glenn Howard
100081,Scoffin,"Whitehorse, YK",Joe Wallingham,Trygg Jensen,Kerr Drummond,Thomas Scoffin,,
193600,Segawa,"Morioka, JPN",Hidenobu Segawa,Haruta Iwamoto,Kaishi Sato,Chikara Segawa,,
100344,Seguin,Burntwood CC,Jack Bauer,Sean McKenzie,Matthew Violot,Theophile Seguin,,
100496,Sekiwa,JPN,Rio Sekiwa,Tatsuo Watarai,Hideyuki Sekiwa,Keiki Ishikawa,Tatsuo Morita,
194283,Sharp,"Rice Lake, WI",Darren Kirby,Jesuha Dibbert,Robert Young,Scott Sharp,,
100406,Sherk,Dundas Valley Golf and CC,Jordan Carvalho,Graham Dix,Thomas Del Conte,Nate Sherk,,David Del Conte
100156,Sherrard,Beaumont CC,Kyle Reynolds,Shawn Donnelly,Brandon Klassen,Danny Sherrard,,
100482,Shimoji,"Toyama, JPN",Nobuhiro Nishida,Masayuki Ishiguro,Akihito Sasajima,Takuma Shimoji,Hirotaka Ishikuro,
192090,Shuster,"Duluth, MN",Matt Hamilton,Colin Hufman,Christopher Plys,John Shuster,,
100007,Shutra,"Saskatoon, SK",Stephen McDonald,Trevor Woiden,Justin Heather,Aaron Shutra,,
100133,Siggins,"Tempe, AZ",Eric Kowal,Adam Endicott,Sean Murray,Mike Siggins,,
100109,Sigurdson,"Winnipeg, MB",Scott Peterson,Scott Bruce,Josh Claeys,Steen Sigurdson,,
100108,Simard,Amos CC,Maxime Parrot,Jonathan Parrot,Philippe Simard,Guy Simard,,
191841,Sinnett,"Chaska, MN",Connor Kauffman,Chase Sinnett,Kevin Tuma,Samuel Strouse,Coleman Thurston,Dave Jensen
194904,Siwicki,"Winnipeg, MB",Christian Pierce,Derek Nieroda,Rod McLeod,Mike Siwicki,Reg Turnbull,
100235,Skaggs,PHI,Elijah Mojado,Felix Hester,Tyler Skaggs,Dylan Skaggs,,Leland Rich
100335,Skauge,"Yellowknife, NT",Brad Patzer,Brad Chorostkowski,Tom Naugler,Greg Skauge,,
100358,Skea,"Forfar, SCO",Gregor Troup,A Hale,J Jones,Calum Skea,,
100277,Smith,"Cornwall, PEI",Nate MacRae,Connor MacEwan,Connor Bruce,Calvin Smith,,
195207,Smith,"St. John's, NL",Sean O'Leary,Scott Saccary,Carter Small,Greg Smith,,
100328,Smith,"Perth, SCO",Gavin Barr,Ruairidh Greenwood,Blair Fraser,Kyle Smith,,
195239,Smith,"Charlottetown, PEI",Ed White,Chris Gallant,Adam Cocks,Tyler Smith,,
100007,Snow,SK,Caden Snow,Brandon Henbury,Nathan Roy,Rogan Snow,Cole Hilderman,
192479,Sobering,"Denver, CO",Josh Chetwynd,Travis Gaddie,Alec Celecki,Darryl Sobering,,
192074,Spiller,"Bormio, ITA",Cesare Spiller,Andrea Gilli,Stefano Gilli,Stefano Spiller,,
194811,Spits,"Zoetermeer, NED",Hessel Janssens,Floris Ros,Bart Klomp,Simon Spits,,
193132,Springer,"Regina, SK",Austin Williamson,Ryan Grabarczyk,Drew Springer,Garret Springer,,
192968,St. Louis,"St Marys, ON",Mark King,Aaron Waugh,Jason Clarke,Brady St. Louis,,
192691,Steele,"Fredericton, NB",Cameron Sallaj,Alex Robichaud,Rene Comeau,Colten Steele,,
192470,Steep,"Waterloo, ON",Adam Vincent,Thomas Ryan,Oliver Campbell,Sam Steep,,
100268,Stephan,"Victoria, BC",Liam Shelin,Brent Buckham,Graham Lee,Keiran Stephan,,Bob Lee
100219,Stevens,"Thunder Bay, NO",Rob Wilson,Jonathon Edwards,Andrew Hackner,Myles Stevens,,
194638,Stevinson,Rock Creek Curling,,Ben Blackmer,Jim Pace,Sean Stevinson,,
100029,Stewart,"Fredericton, NB",James Carr,Aden Kavanaugh,Sean Beland,Jamie Stewart,,
100109,Stewart,"Gladstone, MB",Alan Christison,Geoff Trimble,Eric Zamrykut,Jeff Stewart,Trevor Calvert,
100344,Stewart,Gladstone CC,Alan Christison,Jason Vinnell,Geoff Trimble,Jeff Stewart,,
194311,Stewart,"Thunder Bay, NO",Brayden Sinclair,Travis Potter,Jackson Dubinsky,Tyler Stewart,,
100328,StFX,"Antigonish, NS",Murphy Mountjoy,Brett Carter,Wyatt Schofield,Sam Goodine,Ryan Smith,Tyler Butler
100292,StFX,"Antigonish, NS",Samuel Goodine,Murphy Mountjoy,Wyatt Schofield,Ryan Smith,Brett Goodine,Tyler Butler
192368,Stocker,"Oberwallis, SUI",Felix Eberhard,Marco Hefti,Kim Schwaller,Yves Stocker,,
100281,Strand,"Brandon, MB",Jonathan Craig-Penner,Owen McFarlane,Cameron Beaupre,Logan Strand,,
195382,Stych,POL,Bartosz Lobaza,Marcin Cieminski,Krzysztof Domin,Konrad Stych,,
100353,Sugden,Morden CC,Ryan Thiessen,Tanner Treichel,Tyler Fehr,Nash Sugden,,
100353,Sundell,Holland CC,Thomas Huggart,Paul Sundell,Elliott Sundell,Jeremy Sundell,,
100495,Suzuki,JPN,Masakatsu Higuchi,Jyun Morita,Shu Suzuki,Koutarou Oonishi,,
100500,Suzuki,"Aomori, JPN",Yoichi Sakamoto,Atsushi Ono,Naoki Asaki,Takehiro Suzuki,Chiaki Makanae,
100500,Suzuki,"Fukushima, JPN",Tomoaki Hamatsu,Yoshiyuki Sai,Toshiyuki Suzuki,Shota Yamaguchi,Yoshihiko Sakai,
100482,Suzuki,"Aichi, JPN",Karsuyuki Oohara,Seiji Asano,Yousuke Shimizu,Yoshinari Suzuki,Hiroyuki Nomoto,
100309,Svorkmo-Lundberg,"Lillehammer, NOR",Emil Kolsto,Torstein Hoiholt-Vagsnes,Sondre Svorkmo-Lundberg,Sigurd Svorkmo-Lundberg,Oscar Nydahl,
194172,Svorkmo-Lundberg,SWE,Oscar Nydahl,Torstein Hoiholt-Vagsnes,Sigurd Svorkmo-Lundberg,Sondre Svorkmo-Lundberg,,
194791,Symonds,"St. John's, NL",Keith Jewer,Chris Ford,Trent Skanes,Andrew Symonds,,
193518,Tadokoro,"Kitami, JPN",Yuichi Tadokoro,Hirotomo Yano,Naoki Nishijima,Tsuyoshi Aoyagi,Yuto Nakano,
100500,Takada,"Iwate, JPN",Sho Shibata,Takeshi Kawamori,Masahiro Tamura,Masahiro Takada,Masutaka Komatsu,
100501,Takahashi,"Iwate, JPN",Hiromitsu Izumiyama,Katsunori Kubota,Seiin Endo,Atsuho Takahashi,Yuuma Tanabe,
100500,Takahashi,"Yamagata, JPN",Shigeki Hirota,Itaru Urata,Tetsuo Yamaguchi,Eiji Takahashi,Iaso Urayassu,
193519,Takamatsu,"Sapporo, JPN",Taisei Tsukamoto,Miu Sato,Kenji Takamatsu,Yutaro Kasai,Tatsuya Yokota,
191882,Takeda,"Nayoro, JPN",Tomonori Matsuzawa,Takumi Ozawa,Akira Otsuka,Naomasa Takeda,,
193602,Tanabe,"Tokyo, JPN",Kazuki Matsuoka,Shunto Tsuchiya,Daiki Maruyama,Takumi Tanabe,,
193619,Tanaka,"Kamloops, BC",Coburn Fadden,Mitchell Kopytko,Jared Kolomaya,Cody Tanaka,Sam Husdon,
100497,Tanaka,JPN,Koki Yamaguchi,Yusuke Kondoh,Ryohei Takahashi,Yusuke Tanaka,,Hirofumi Senda
100038,Tani,JPN,Takuya Ishikawa,Kohei Okamura,Shunta Mizukami,Ryutaro Tani,Daiki Yamazaki,
192489,Tao,"Edmonton, AB",Andrew Nowell,Ben Morin,Kenan Wipf,Johnson Tao,,
100031,Team Snow,SK,Cole Hilderman,Dominic Barlow,Brandon Henbury,Nathan Roy,,
100229,Thomas,"Port-aux-Basques, NL",,Floyd Francis,Cody Parsons,Dave Thomas,,
194639,Thompson,"Kamloops, BC",Bryce Laufer,Matt Whiteford,Adam Windsor,Brad Thompson,,
100343,Thompson,Deer Lodge CC,Graham Wilson,Scott Bruce,Scott Peterson,Corey Thompson,Ryan Bruce,
100030,Thompson,"Halifax, NS",Michael Brophy,Bryce Everist,Stuart Thompson,Kendal Thompson,,
100133,Thompson,"Stroud, ON",Krys Tizzard,Nolan Galardo,Dustin Armstrong,Owen Thompson,,
100287,Thompson Rivers University3,"Kamloops, BC",Erik Sdoutz,Jayden Moore,Maguire Williams,Brandon Makar,,Monica Makar
100358,Thomson,Perth CC,Lewis McCabe,Sam McConnachie,Stewart Kyle,Arran Thomson,,Alasdair Schreiber
100354,Thomson,Valleyfield CC,Simon-Olivier Hebert,Shane McRae,Pascal Daoust,Shawn Thomson,,
100090,Tipple,"St. John's, NL",Jacob Hatcher,Jack Kinsella,Spencer Tipple,Parker Tipple,,
100202,Tisler,"Ljubljana, SLO",Jakob Omerzel,Frederic Rouge,Jure Culic,Tomas Tisler,Simon Langus,Gregor Verbinc
